"","CND1_1","CND1_2","CND1_3","CND1_4","CND2_1","CND2_2","CND2_3","CND2_4","CTRL_1","CTRL_2","CTRL_3"
"Tmod2",22,13,24,20,20,49,10,28,56,255,87
"Lysmd2",288,158,323,369,339,641,422,443,446,576,436
"Scg3",0,0,0,1,0,0,0,0,0,1,0
"Hmgcll1",2,0,1,1,0,1,0,0,7,0,0
"Hcrtr2",0,0,0,0,0,0,0,0,11,0,0
"Fam83b",1,0,0,0,4,2,0,0,0,7,2
"Lrrc1",384,161,322,377,302,456,324,365,557,554,495
"Gm19569",25,11,25,21,15,33,16,45,13,59,43
"Klhl31",0,0,0,1,0,0,3,0,0,0,0
"Gclc",1947,993,1889,1990,2023,2309,1380,1780,1866,2652,2561
"Elovl5",2885,1295,2728,2433,2283,3499,1911,2064,4016,3668,2696
"Fbxo9",1019,481,1000,975,834,1214,777,836,1145,1237,988
"Cilk1",230,75,209,170,142,218,138,135,289,253,249
"Rn7sk",1676,443,752,1032,1474,2290,603,2092,2562,947,1564
"C920006O11Rik",141,44,134,94,121,113,74,145,110,190,223
"Gsta4",6,1,3,0,0,2,2,0,9,0,0
"Ddx43",494,184,323,399,326,344,176,376,630,841,991
"Cgas",224,126,315,129,79,140,89,106,365,521,344
"Mto1",486,175,393,437,429,602,393,491,627,665,643
"Gm19592",117,34,56,70,116,88,32,136,78,112,140
"Slc17a5",513,191,343,451,425,547,327,362,639,813,895
"Cd109",104,52,186,49,87,124,81,145,207,484,261
"Col12a1",1,0,2,1,5,0,0,0,0,0,0
"Cox7a2",13,7,16,21,18,30,10,32,27,18,22
"Tmem30a",4479,2799,5081,4090,4846,6117,2898,3833,3315,5757,4138
"4930429F24Rik",22,9,20,18,20,16,3,22,6,16,32
"Filip1",517,132,420,219,292,348,207,350,38,154,248
"Senp6",4249,2124,3968,4249,3743,4589,2662,2870,4884,6190,5754
"Myo6",42,21,17,29,40,55,31,31,156,99,137
"Mei4",0,0,0,0,0,0,0,0,2,1,5
"Irak1bp1",21,13,22,15,15,28,23,31,63,56,47
"Phip",5545,3275,5985,5908,6058,5910,2224,4047,5962,7987,6692
"Hmgn3",3,0,2,2,0,0,0,0,126,50,22
"Lca5",211,120,141,180,202,197,102,150,292,423,321
"Sh3bgrl2",2,0,13,10,1,3,0,3,29,1,2
"Gm2109",0,1,6,3,5,2,0,0,0,3,15
"Elovl4",23,15,28,36,24,23,16,26,27,18,9
"Ttk",106,153,373,115,77,162,87,157,242,500,264
"Bckdhb",235,90,338,225,234,200,205,242,376,332,511
"Tent5a",1556,839,1493,1885,1474,1450,949,1127,2458,3641,2738
"Ibtk",2659,1510,2784,2658,2486,3149,1702,1987,3595,4305,3617
"9330154J02Rik",0,1,2,2,2,1,0,1,2,0,0
"Tpbg",4,0,11,1,10,13,14,13,1,0,1
"Ube2cbp",32,11,22,26,29,45,48,39,100,70,80
"Dop1a",1454,786,1355,1459,1307,1421,592,1001,1972,2592,2700
"Pgm3",511,275,500,480,427,556,439,442,515,706,647
"Rwdd2a",36,14,39,29,31,63,35,34,68,40,61
"Me1",0,0,0,0,1,0,0,0,3,0,0
"Cyb5r4",3447,1793,3716,3654,3443,5262,3352,3213,3644,5178,4301
"Mrap2",4,1,0,3,2,0,0,0,1,3,2
"Cep162",840,486,829,828,855,948,445,650,1029,1463,937
"Nt5e",197,84,105,349,129,244,215,185,2041,2179,2225
"Snx14",2504,1187,2020,2604,2101,2704,1476,1774,3245,4149,3655
"Syncrip",6273,3944,7499,6170,6776,8073,4171,5611,7326,8944,7799
"Snhg5",503,281,605,561,638,694,438,651,1133,1150,1388
"Zfp949",666,283,500,731,604,739,490,548,786,905,1042
"Trim43a",4,0,2,3,5,3,7,2,2,0,4
"9430037G07Rik",8,5,18,14,5,7,7,10,5,14,10
"Mthfsl",809,276,579,745,762,1162,818,998,1016,820,1002
"Gm10634",30,7,8,24,15,21,10,32,10,33,48
"Bcl2a1d",1324,556,1329,1339,1652,2298,1432,1884,1474,1341,1265
"Trim43c",5,3,6,7,4,7,1,6,7,11,6
"9330159M07Rik",11,9,20,11,16,21,13,34,10,45,46
"Bcl2a1a",257,72,168,211,268,391,215,380,433,210,295
"Trim43b",0,0,0,0,2,1,0,0,1,0,1
"4930579C12Rik",19,3,24,25,15,11,23,5,6,11,36
"Bcl2a1b",1787,658,1676,1859,2132,3226,1872,2532,2568,2421,1976
"Mthfs",880,292,560,873,784,1300,790,1090,1203,913,1054
"Minar1",1,0,2,2,1,0,0,1,0,5,2
"Tmed3",957,337,692,870,770,1372,1012,1051,1179,1034,1131
"Rasgrf1",0,0,0,0,0,0,0,0,1,3,1
"Ctsh",9,11,16,40,15,17,32,14,2884,791,706
"Morf4l1",9436,4292,7771,8072,8503,12324,7753,8504,9906,10537,10084
"Adamts7",2,1,1,3,0,3,0,4,0,15,2
"Tbc1d2b",8289,2873,5643,6771,6516,8039,4199,6124,4206,6072,5998
"Gm5620",833,299,628,792,541,1136,497,807,1814,1029,1871
"Zic4",0,0,0,0,0,0,0,0,0,0,0
"Plscr5",6,6,32,20,11,2,2,6,0,4,17
"Plscr1",2827,1170,1995,2374,2381,3339,1985,2451,2075,2054,2871
"Plscr2",5,0,0,2,2,5,0,3,2,8,5
"Plscr4",164,84,115,146,191,230,164,148,246,304,384
"B430319G15Rik",5,5,10,8,5,10,6,8,1,11,10
"Plod2",797,483,1069,845,992,1081,537,753,830,1111,1026
"Dipk2a",1193,808,1393,1275,1114,1313,769,826,1183,1786,1600
"Slc9a9",1550,590,1009,1503,1050,1545,870,992,1626,2313,3031
"Chst2",2485,697,1581,1511,1426,2512,1406,1871,684,737,532
"U2surp",4411,2488,4808,4165,4048,4726,2415,3584,4600,5888,5044
"Paqr9",7,5,14,6,2,2,13,4,42,21,2
"Pcolce2",14,9,21,12,9,35,9,19,60,76,25
"Trpc1",147,104,176,188,187,248,90,117,104,303,201
"Pls1",8,9,2,3,14,10,11,8,22,17,18
"1700065D16Rik",5,0,6,7,6,2,9,2,7,3,18
"Atr",1281,731,1366,1248,1228,1220,518,857,1232,2037,1603
"Gm16794",69,62,88,90,76,48,28,68,60,120,98
"Xrn1",5894,2640,4132,4954,4958,5273,1853,3039,2746,5534,4442
"Gk5",11,5,18,17,12,10,13,14,40,46,39
"Tfdp2",673,240,597,625,572,958,523,623,787,1040,922
"Atp1b3",10961,6875,9057,12828,9755,15040,12585,10424,25682,28092,29244
"Rnf7",1076,548,980,1085,1086,1593,1039,1247,1520,1596,1378
"Rasa2",1800,1007,1773,1857,1770,2061,1063,1413,2397,3347,2839
"Zbtb38",2184,774,1388,1631,1520,1596,655,1226,753,1664,596
"E030011O05Rik",0,0,0,1,0,0,0,1,4,1,0
"C430002N11Rik",18,11,16,11,13,11,12,13,3,6,1
"Pxylp1",900,287,637,830,629,856,527,653,833,1402,1258
"Spsb4",1,0,0,2,0,2,0,0,4,12,31
"Gm16010",0,0,0,0,0,0,0,0,0,2,0
"Gm19325",6,5,10,6,3,2,6,7,5,7,22
"Slc25a36",1566,960,1606,1633,1574,1816,787,1192,1690,2713,2160
"Trim42",59,25,96,55,82,67,16,64,21,108,95
"Nmnat3",339,82,180,256,201,323,192,305,197,271,462
"Rbp1",3,1,8,9,2,2,9,5,9,5,17
"4930579K19Rik",11,2,8,7,7,24,13,16,8,13,19
"Copb2",5859,2878,5444,5591,5085,7092,5056,5066,5806,7313,6548
"Mrps22",244,134,328,282,195,278,246,266,426,467,375
"Faim",1446,744,1410,1457,1333,1974,1421,1437,1539,1566,1542
"Gm1123",18,5,24,22,13,31,17,26,14,15,16
"Pik3cb",704,304,577,674,570,785,375,517,887,1175,1067
"Faiml",7,4,5,2,5,8,1,6,11,5,5
"Cep70",281,225,395,367,299,344,241,323,404,758,550
"Esyt3",7,1,3,13,3,4,0,10,8,12,8
"Mras",44,20,16,48,66,94,61,70,58,85,50
"Nme9",0,0,1,0,0,0,0,0,2,1,0
"1600029I14Rik",0,0,0,0,0,1,0,0,2,1,0
"Armc8",2019,1071,2050,2113,2007,2391,1398,1858,2214,3218,3173
"Dbr1",1167,528,1038,1218,999,1158,699,907,1187,1690,1750
"Il20rb",258,79,175,268,175,183,137,171,304,533,514
"Nck1",2258,989,1590,1991,1852,2229,1675,1736,2372,2750,2789
"Slc35g2",38,34,59,58,81,34,22,73,91,117,135
"Stag1",4229,2466,4763,4443,4325,5264,2518,3491,3946,6751,5372
"Pccb",447,160,349,397,399,561,466,434,599,529,710
"Msl2",5602,2742,4874,5621,5238,5462,3155,4287,7118,8726,8578
"Ppp2r3a",353,176,441,368,389,600,294,346,474,925,939
"Gm5161",2,0,0,3,0,3,0,1,2,1,1
"Cep63",1320,507,944,1156,934,1134,746,1148,1515,1481,1689
"Anapc13",491,190,304,472,479,741,473,649,664,441,621
"Amotl2",1,2,4,10,0,11,3,8,35,37,79
"Ryk",1239,550,1340,1160,1107,1674,1264,1154,1196,1437,1274
"Slco2a1",1260,310,682,896,632,956,453,628,474,1378,1516
"Rab6b",432,110,199,359,265,365,237,270,438,548,593
"Srprb",1479,509,1137,1292,1159,2128,1268,1477,1639,1689,1591
"Trf",9,11,48,52,1,16,18,3,1140,131,158
"Inhca",2,0,1,1,0,0,9,0,0,15,0
"Topbp1",5168,3164,6423,5234,4484,5466,2909,4341,4681,7873,6890
"Cdv3",5615,2721,5028,5289,5500,7482,4523,4664,7195,8006,7851
"5830418P13Rik",1,1,1,1,2,2,0,0,28,3,9
"Bfsp2",0,0,12,0,0,0,0,0,96,10,0
"Tmem108",0,0,0,2,0,0,0,0,14,2,0
"Nphp3",33,18,28,34,43,45,19,47,138,106,127
"Uba5",1270,832,1418,1341,1116,1622,1081,1353,1894,1988,1640
"Acad11",211,105,242,275,248,357,245,239,518,443,484
"Ackr4",2,2,5,1,1,2,5,2,3,2,11
"Dnajc13",4084,1952,3453,3790,3278,4337,2273,2658,3738,5662,4874
"Acpp",941,112,229,280,311,240,184,66,81,142,86
"Cpne4",0,0,0,0,0,0,0,0,7,0,28
"Mrpl3",1189,590,1001,1129,922,1498,905,1065,1361,1626,1527
"Nudt16",1008,369,626,781,867,1465,944,1204,866,901,988
"Nek11",4,4,2,5,0,3,0,1,3,9,2
"Aste1",526,233,416,509,342,441,342,421,606,1058,1000
"Atp2c1",2513,1565,3055,2698,2479,2978,1770,1927,3078,3966,3179
"Gm19667",0,0,10,3,4,7,1,3,0,3,5
"Gm5621",402,104,184,364,400,633,257,646,1426,293,738
"Pik3r4",1554,534,1115,1389,1185,1509,975,1160,2182,2019,1955
"Col6a6",0,0,0,0,0,0,0,0,2,1,1
"Col6a4",0,0,0,0,0,0,0,0,12,0,0
"Glyctk",349,99,169,277,267,398,250,300,357,409,367
"Wdr82",5685,2627,4982,5513,5889,8265,5524,5773,9597,8630,8483
"Ppm1m",1600,650,1256,1692,1512,2700,1656,2106,2271,2157,2059
"Twf2",3148,997,2086,2751,2401,4210,3136,3339,4177,2953,3542
"Tlr9",3,4,4,11,6,3,1,1,989,160,96
"Alas1",449,151,371,443,317,558,441,388,1138,1049,1356
"Poc1a",85,67,157,90,70,160,134,128,213,244,184
"Dusp7",151,45,116,130,81,150,81,79,452,202,217
"Rpl29",10944,3052,6004,9067,8620,17160,13058,13438,17333,10614,13449
"Acy1",236,101,208,229,162,309,208,324,382,305,380
"Abhd14a",163,89,179,98,144,258,118,298,350,179,191
"Abhd14b",297,97,164,167,227,372,270,332,189,293,290
"Pcbp4",965,334,502,704,668,1305,638,1109,776,672,1033
"Gpr62",27,9,20,16,16,20,12,26,16,21,20
"Parp3",3076,913,1992,2385,2526,2821,1479,2637,4051,3982,3772
"Rrp9",703,229,343,614,415,828,459,634,1179,718,1092
"Iqcf3",1,0,0,0,0,0,0,0,6,0,1
"Iqcf4",0,0,0,0,0,0,1,0,7,4,2
"Grm2",0,0,0,0,0,0,0,0,3,0,0
"Tex264",1542,429,952,1580,1232,2301,1423,1676,1456,1516,1932
"Rad54l2",4169,1490,2837,3504,2978,3699,1746,2538,1946,3421,3436
"Dcaf1",2226,1027,2089,2099,1596,2295,1086,1375,2187,2975,2449
"Rbm15b",1367,356,642,969,942,1530,803,940,1117,1043,1316
"Manf",2454,1006,2073,2396,2187,3882,2486,2813,4854,3323,2711
"Dock3",5,5,7,8,4,3,2,7,4,11,5
"Mapkapk3",2135,743,1504,1861,2031,2790,1498,2017,2199,2566,3061
"Cish",384,126,397,356,239,410,211,226,150,221,135
"Hemk1",185,73,120,177,130,170,115,206,223,259,236
"6430571L13Rik",2,0,1,0,3,3,7,2,19,2,3
"Cacna2d2",0,0,2,0,0,1,2,0,10,3,6
"Tmem115",1245,270,592,973,792,1291,744,984,1125,1002,1210
"Cyb561d2",490,137,333,415,358,678,393,531,510,467,478
"Nprl2",899,401,778,899,856,1041,880,1067,1229,1222,1444
"Zmynd10",148,54,98,112,73,105,51,127,108,144,189
"Rassf1",3654,1310,2711,3096,3207,3779,2351,3588,3328,3687,3997
"Tusc2",850,326,546,815,596,1091,659,822,1189,1005,1015
"Hyal2",156,39,75,103,83,175,120,117,173,125,176
"Hyal1",0,0,0,0,0,1,0,0,0,3,0
"Naa80",355,86,164,277,260,399,239,338,307,371,457
"Hyal3",25,7,22,10,13,18,6,14,27,50,29
"Ifrd2",282,104,211,239,197,333,234,318,619,465,665
"Lsmem2",2,0,2,6,1,0,0,1,1,7,3
"Sema3b",1,1,2,0,0,0,0,1,2,1,6
"Gnai2",29741,10664,20680,24127,24084,40620,25481,30558,24874,26885,28059
"Gnat1",1,3,2,3,7,4,5,2,5,5,21
"Sema3f",3,0,1,1,7,2,0,4,6,3,6
"Rbm5",7334,3195,5375,6936,6980,6523,4081,6933,9092,10102,11182
"Rbm6",5474,2277,4271,5272,4158,5167,2901,4000,5643,6907,6801
"Mon1a",785,235,399,689,535,879,526,804,699,740,952
"Mst1r",0,0,1,1,2,1,5,1,6,18,23
"Camkv",0,0,1,0,0,0,1,0,0,0,0
"Traip",129,78,178,138,92,122,79,145,212,336,267
"Uba7",9590,3113,6504,8444,7495,8055,4412,8951,6810,9126,9339
"Inka1",24,9,14,23,11,25,5,16,63,37,66
"Cdhr4",9,4,11,10,14,2,4,8,15,13,27
"Ip6k1",4894,1446,2816,4513,4175,4984,2606,4745,6213,6428,6822
"Gmppb",433,164,341,431,342,633,333,513,629,553,528
"Rnf123",6920,1785,3816,5246,4167,5011,2820,5204,5019,6851,7044
"Amigo3",359,115,207,308,216,188,82,254,288,361,360
"Mst1",236,64,116,159,97,93,49,91,69,242,65
"Apeh",4369,1302,2769,3909,3090,5039,2967,4236,3757,3999,4245
"Bsn",296,134,256,261,383,300,112,483,329,304,245
"Dag1",436,152,299,420,430,573,297,347,690,639,701
"Nicn1",63,39,48,65,69,94,75,107,280,182,269
"Amt",40,13,44,31,28,29,29,45,159,155,146
"Tcta",277,99,268,294,279,395,252,408,339,550,479
"Rhoa",15213,8106,15573,15055,15224,22725,15818,16023,17249,19277,18366
"Gpx1",1472,413,941,1309,1202,2504,1910,1755,5221,3604,3703
"Usp4",4583,1897,3774,4361,3906,4855,3186,4073,5312,6081,6226
"1700102P08Rik",43,18,23,42,37,27,27,44,74,53,69
"Iho1",0,0,0,0,0,0,0,0,9,2,0
"Klhdc8b",26,13,10,23,15,19,7,36,50,41,66
"Ccdc71",1187,344,702,936,858,1270,909,1058,1341,1187,1464
"Lamb2",7,8,0,2,0,3,0,1,2,11,7
"Usp19",6872,2101,4032,5633,5271,6676,3361,5309,7293,7577,7665
"Qars",4518,1793,3554,3917,3579,5436,3804,4356,5358,5738,6291
"Qrich1",4329,1458,3095,3931,3309,4852,2615,3315,4926,6092,6290
"Impdh2",2586,1174,2413,2238,2237,4074,2660,2772,5202,4700,5273
"Ndufaf3",411,122,270,380,319,592,396,427,381,349,378
"Mir191",1,0,0,1,0,1,0,1,0,2,1
"Mir425",10,3,0,2,7,13,2,9,6,12,6
"Dalrd3",858,256,609,824,718,811,415,1039,1360,1546,1176
"Wdr6",2911,833,1730,2028,1839,3214,2001,2216,1476,1597,1891
"P4htm",278,72,148,256,179,266,134,314,251,264,428
"Arih2",3331,1238,2488,2999,3366,3797,2012,3090,2589,3804,3685
"Slc25a20",1231,336,799,946,1006,1708,1140,1254,856,889,791
"Prkar2a",2353,971,1728,1895,1922,3071,1438,1689,2130,2733,2264
"Ip6k2",1414,596,1211,1461,1409,1467,946,1386,1677,2253,2384
"Nckipsd",616,196,433,569,541,781,459,717,867,900,1164
"Celsr3",3,0,0,3,1,6,6,2,23,45,109
"Slc26a6",216,80,166,224,187,235,176,303,330,280,336
"Tmem89",0,0,0,1,0,0,0,0,4,0,3
"Uqcrc1",3332,1385,2728,3129,2786,4766,3323,3634,3986,4043,4019
"Col7a1",53,32,58,53,61,53,17,91,154,90,137
"Ucn2",1,0,2,1,0,0,0,1,0,0,0
"Pfkfb4",28,16,19,34,25,33,20,28,393,282,310
"Shisa5",47898,10178,20053,38813,31291,55691,30693,36860,40052,44363,47724
"Trex1",1206,336,693,1161,764,1490,1185,1155,1297,1453,1487
"Atrip",606,199,457,537,462,592,330,494,731,849,927
"Tma7",38,14,29,27,64,50,16,65,51,20,24
"Ccdc51",311,96,191,258,217,302,236,302,404,371,400
"Plxnb1",205,76,116,197,157,198,106,273,101,231,498
"Fbxw13",0,0,0,0,0,0,7,0,24,1,0
"Fbxw24",0,0,0,0,0,0,0,0,0,0,0
"Spink8",0,0,2,0,1,0,0,0,0,1,0
"3000002C10Rik",42,15,43,29,21,29,16,41,39,68,61
"Nme6",49,22,27,58,37,65,61,58,141,111,119
"Camp",5,0,8,7,0,2,20,1,2390,2752,2262
"Cdc25a",873,432,787,741,884,1206,617,862,916,972,1013
"Map4",7679,3063,5461,6287,6226,9042,5225,6435,6758,9508,9277
"Dhx30",3207,1121,2221,2986,2527,3464,2219,2953,3848,3875,4353
"Gm10615",7,1,4,7,6,5,11,9,6,18,13
"Smarcc1",3819,2280,3933,3618,3435,4686,2217,3347,3260,4358,3421
"Cspg5",6,3,4,12,5,8,4,6,9,17,16
"Elp6",197,69,165,163,136,196,153,190,242,233,278
"Scap",2622,859,1677,2293,1946,3036,1755,2361,2789,2671,2994
"Ptpn23",2468,623,1231,1926,1811,2119,1095,1926,2207,2578,2942
"Ngp",20,2,49,75,6,9,135,5,10978,22622,18430
"Klhl18",1192,399,693,1052,923,1178,630,1045,1411,1483,1416
"Kif9",7,2,6,13,15,18,1,9,91,34,44
"Setd2",7078,3043,5584,7050,5762,7644,3228,4654,7495,10358,10323
"Nradd",326,96,240,374,176,192,92,280,417,466,516
"Nbeal2",27868,8794,15908,23501,19743,22868,11230,23564,18148,32291,35866
"Ccdc12",3210,1018,1764,2705,2435,4465,2420,3749,3280,2571,3436
"Pth1r",2,1,1,4,1,3,0,1,11,10,3
"Prss42",0,0,0,0,2,0,0,0,5,4,0
"Prss46",0,0,0,0,0,0,0,0,1,0,2
"Prss50",1,0,0,0,0,1,2,0,1,4,0
"Tmie",18,6,20,13,2,19,17,9,47,11,11
"Als2cl",1155,630,1130,1125,906,1007,415,1095,1728,1425,1244
"Fam240a",0,0,0,0,0,0,0,0,0,1,0
"Tdgf1",12,3,12,8,5,3,5,2,21,4,10
"Lrrc2",1,2,0,2,0,1,5,2,8,2,1
"Rtp3",0,0,0,0,0,0,0,0,0,1,1
"Ltf",19,3,43,33,0,5,44,5,4892,8947,8422
"Ccrl2",121,48,114,79,38,69,59,56,308,254,159
"Lrrfip2",1134,472,932,982,956,1390,753,1030,1197,1303,1347
"Mlh1",822,435,680,754,745,744,521,741,1086,1254,1344
"Epm2aip1",1144,728,1365,1362,1112,958,456,1039,1034,2252,2149
"Trank1",0,0,0,0,0,0,5,0,0,2,0
"Arpp21",0,0,0,0,0,0,0,0,6,1,2
"Pdcd6ip",14126,5872,10696,11789,11871,16789,9731,11039,10762,15527,13135
"Clasp2",1786,980,1714,1696,1505,1973,1040,1377,2028,2971,2820
"Ubp1",6133,2755,5188,5740,5526,4553,2212,5025,5620,8228,7709
"Fbxl2",162,73,121,155,144,151,122,199,269,429,593
"Bcl2a1c",8,4,4,4,4,5,1,5,7,2,1
"4930525D18Rik",2,0,7,4,0,1,0,2,0,4,16
"4930520O04Rik",43,4,26,33,58,40,17,63,35,53,27
"Crtap",406,175,379,414,327,482,363,485,456,546,506
"Tmppe",1914,710,1166,1485,1443,1431,825,1617,1702,2179,2386
"Glb1",1526,486,1227,1410,1001,1904,1414,1264,1127,1812,1657
"Ccr4",62,27,41,120,32,99,98,30,98,134,113
"Cnot10",1493,747,1397,1554,1346,1817,1132,1539,2365,2278,2260
"Dync1li1",2778,1276,2494,2584,2702,3673,2075,2311,2385,3339,3008
"Cmtm6",5678,2270,3827,4834,4354,6392,3954,4339,5145,5941,5534
"Cmtm7",669,174,584,514,431,883,708,621,1217,910,781
"Cmtm8",0,0,1,0,1,0,0,1,13,1,1
"Gpd1l",1460,645,1132,1539,1159,1934,1210,1226,4228,3841,4509
"Rps27rt",4182,781,1369,3226,3662,5881,2251,4759,7376,2233,4049
"Osbpl10",0,0,0,0,0,0,0,0,2,1,0
"Stt3b",1681,967,1939,1623,1432,2297,1349,1443,3052,2909,2226
"Stmn1-rs1",4,1,3,3,5,2,0,1,4,1,2
"Gadl1",3,1,2,2,0,3,0,1,0,0,5
"Gm9385",1000,227,494,837,897,1558,875,1203,1820,787,1298
"Tgfbr2",8086,2575,4461,6944,5570,8414,4960,4736,6437,9724,8173
"Rbms3",0,0,0,0,0,0,1,0,3,0,0
"Zcwpw2",5,3,7,6,9,9,0,16,6,16,19
"Azi2",4929,2945,5329,5010,4727,5569,3089,4073,4389,7320,5306
"Cmc1",988,348,704,772,704,1161,751,940,862,914,941
"Gm17399",47,19,34,51,52,85,56,75,65,71,61
"4933432G23Rik",10,5,22,20,10,12,10,16,11,20,12
"Eomes",35880,14564,27714,34514,30601,35343,19274,28370,24352,38422,33067
"Golga4",5583,2661,4361,5049,4972,6050,3148,5045,4385,6237,5412
"Itga9",5,3,14,15,3,3,2,4,138,63,29
"1700024F20Rik",3,1,0,2,1,2,0,9,7,9,12
"Ctdspl",1,3,2,7,3,1,10,5,31,87,84
"Vill",0,2,4,3,0,4,6,3,54,113,158
"Plcd1",52,29,13,40,18,29,15,26,120,163,269
"Dlec1",3,1,1,5,3,8,2,1,22,26,28
"Acaa1b",126,37,71,102,57,142,82,146,145,99,181
"Slc22a13",4,0,1,1,1,1,4,2,8,2,5
"Slc22a13b",15,4,17,8,12,10,11,11,40,28,54
"Oxsr1",8222,1478,3888,3530,2296,3314,2491,2261,4301,5449,12300
"Myd88",2628,925,1823,2210,2083,3143,2027,2286,2358,2655,3040
"Acaa1a",1720,583,1008,1542,1168,2103,1427,1924,1876,1994,2028
"Xylb",76,32,84,49,58,90,45,84,173,130,188
"Acvr2b",2,4,6,1,11,9,4,11,11,12,3
"Exog",512,187,412,450,502,687,435,523,689,692,675
"Scn5a",4,0,1,1,0,1,5,0,1,1,1
"Scn10a",0,0,0,0,1,0,0,0,0,3,4
"Scn11a",64,26,52,56,25,23,18,40,57,141,149
"Wdr48",2573,1064,2125,2459,2294,2935,1668,2072,2290,3547,3216
"Gorasp1",71,13,33,51,53,96,36,68,107,107,51
"Ttc21a",0,0,3,2,0,2,0,0,7,20,19
"Csrnp1",3082,661,1416,2927,2454,3350,999,1827,3184,4105,5993
"Xirp1",2,0,0,3,1,1,2,3,5,13,6
"Cx3cr1",360,260,170,477,201,348,165,185,943,1008,663
"Ccr8",2,0,0,2,1,1,0,1,33,15,10
"Slc25a38",446,176,283,442,322,571,449,453,796,616,690
"Rpsa",51885,17197,33623,48540,46284,78916,67336,62644,89764,50014,68012
"Snora62",7,2,10,14,3,8,4,12,35,18,27
"Gm5922",4,0,2,0,0,1,0,7,7,7,1
"Myrip",0,1,0,0,0,0,0,0,0,2,2
"Eif1b",939,346,1030,1003,982,1448,1040,1092,1320,1105,1002
"Entpd3",1,0,2,1,0,0,3,0,4,2,15
"Rpl14",18990,5737,9746,15251,15926,27585,19097,20350,31432,17856,22115
"Ctnnb1",4229,2490,4140,4299,4158,5563,3884,4533,5976,7818,5776
"Ulk4",3,3,6,3,3,2,8,3,10,8,6
"Trak1",2922,995,1921,2448,2222,2681,1229,2184,2433,3152,3467
"Vipr1",14,8,20,29,12,16,12,21,140,39,54
"Sec22c",1100,453,756,1007,887,1121,609,961,940,1575,1490
"Ss18l2",103,38,65,92,71,155,91,142,253,156,202
"Nktr",12712,6789,12004,12570,13407,13231,5908,11634,8444,16149,11267
"E530011L22Rik",31,15,66,63,31,23,23,70,52,46,57
"Zfp651",49,22,70,95,61,43,14,91,72,63,100
"Klhl40",0,0,0,1,0,0,0,1,2,0,1
"Hhatl",1,0,0,0,1,0,0,0,0,0,0
"Ccdc13",0,0,0,0,1,1,0,1,1,1,2
"Higd1a",667,229,479,597,680,1137,645,875,959,703,752
"Ackr2",1,0,0,0,0,0,0,0,150,10,0
"Cyp8b1",1,0,0,0,0,0,0,0,7,1,0
"1700048O20Rik",0,0,0,0,0,0,0,0,30,4,0
"Gask1a",0,0,0,0,0,0,0,0,6,0,0
"Pomgnt2",0,0,0,0,0,0,0,0,4,4,5
"Snrk",3349,1271,2461,2894,2808,3745,2108,2836,3277,3571,3727
"Ano10",437,223,436,464,379,570,438,475,999,1026,1296
"Abhd5",395,259,420,540,419,695,541,494,825,1047,918
"A730085K08Rik",6,5,11,7,5,7,0,5,19,42,44
"Tcaim",470,195,375,397,390,441,300,377,532,677,717
"Zfp445",4056,2125,3871,3986,4140,3483,1605,3151,4849,7818,6834
"A530083I20Rik",32,8,9,30,24,31,26,25,16,28,37
"Zkscan7",353,103,202,319,290,368,214,252,387,609,547
"Zfp105",0,0,0,1,0,0,0,0,9,0,0
"1110059G10Rik",519,267,552,559,493,708,397,476,661,707,621
"Kif15",399,550,1185,445,342,585,269,487,748,1621,1030
"Tmem42",269,58,204,218,191,312,179,276,297,269,303
"Tgm4",172,60,169,177,161,183,123,155,180,221,235
"Zdhhc3",2879,1210,2123,2741,2186,3540,2202,2311,2424,3233,2960
"Exosc7",578,212,471,586,481,666,507,669,897,778,884
"Clec3b",49,11,40,48,44,68,24,50,15,37,47
"Cdcp1",0,1,0,8,0,0,0,0,22,2,0
"Tmem158",4,0,6,3,9,10,4,11,13,6,8
"Lars2",16978,7948,10697,11452,12748,28854,33139,17087,81906,11486,28702
"Limd1",4794,1554,3109,3751,3695,5133,2507,3538,5172,5169,5021
"Sacm1l",2507,1509,2906,2593,2750,3302,1745,2147,2119,3725,2836
"Slc6a20b",1,0,9,7,4,0,0,5,7,12,5
"Slc6a20a",0,0,0,0,0,0,0,1,4,7,0
"Gm10052",1927,986,1701,1539,1899,2590,1244,2034,2490,1767,3043
"Lztfl1",138,110,201,138,169,189,113,152,367,341,212
"Ccr9",62,13,54,66,43,47,17,37,519,64,36
"Fyco1",6416,2200,3662,5347,3840,4237,1857,3814,2137,5238,3968
"Cxcr6",1486,499,871,1319,744,1194,787,859,412,1676,204
"Xcr1",65,13,52,46,29,28,9,30,255,128,53
"Ccr1",2,4,7,3,3,3,3,0,353,342,375
"Ccr1l1",3,2,4,0,1,0,0,1,0,2,6
"Ccr3",12,9,39,33,17,15,9,17,105,27,21
"Ccr2",2234,1353,1924,2330,2885,1972,1377,1661,1632,2882,3178
"Ccr5",18624,8913,14467,17820,21774,19924,10922,14865,4785,14997,8330
"2010315B03Rik",312,169,278,270,255,272,105,254,309,604,498
"4930526I15Rik",172,48,70,126,107,144,68,158,191,166,219
"Gm20783",225,65,111,158,131,152,102,216,280,290,327
"Ppp2r3d",56,23,80,88,34,44,22,73,189,175,173
